PC1,PC2,image_path,prediction,ground_truth
0.25783166,-2.1623557,/kaggle/input/oneshot/test_OS/real/real_111.jpg,real face,real
-9.499168,-3.6959314,/kaggle/input/oneshot/test_OS/real/real_59.jpg,real face,real
8.545078,1.1547562,/kaggle/input/oneshot/test_OS/real/real_45.jpg,real face,real
-5.733017,6.2979007,/kaggle/input/oneshot/test_OS/real/real_4.jpg,real face,real
-2.755894,-0.03489266,/kaggle/input/oneshot/test_OS/real/real_73.jpg,[real face],real
3.476717,-15.771024,/kaggle/input/oneshot/test_OS/real/real_106.jpg,[real face],real
2.3453622,-12.909497,/kaggle/input/oneshot/test_OS/real/real_98.jpg,[generated],real
-4.689281,-1.1376709,/kaggle/input/oneshot/test_OS/real/real_94.jpg,[real face],real
14.587788,-3.2188165,/kaggle/input/oneshot/test_OS/real/real_30.jpg,[real face],real
-15.733631,7.72452,/kaggle/input/oneshot/test_OS/real/real_6.jpg,real face,real
18.13013,3.6906056,/kaggle/input/oneshot/test_OS/real/real_75.jpg,[generated],real
1.2735558,-9.635913,/kaggle/input/oneshot/test_OS/real/real_144.jpg,[real face],real
-6.6046176,11.089017,/kaggle/input/oneshot/test_OS/real/real_119.jpg,real face,real
-1.0173776,14.055919,/kaggle/input/oneshot/test_OS/real/real_84.jpg,[real face],real
4.042634,-11.859429,/kaggle/input/oneshot/test_OS/real/real_53.jpg,[real face],real
-8.189331,16.840302,/kaggle/input/oneshot/test_OS/real/real_110.jpg,real face,real
6.2669168,4.6169724,/kaggle/input/oneshot/test_OS/real/real_57.jpg,[real face],real
5.076064,-7.243642,/kaggle/input/oneshot/test_OS/real/real_97.jpg,[generated],real
6.011768,-4.067559,/kaggle/input/oneshot/test_OS/real/real_46.jpg,[generated],real
1.2997018,-0.80021447,/kaggle/input/oneshot/test_OS/real/real_124.jpg,[real face],real
8.746189,0.5996314,/kaggle/input/oneshot/test_OS/real/real_41.jpg,[generated],real
-7.7718725,-1.0566019,/kaggle/input/oneshot/test_OS/real/real_47.jpg,[real face],real
-10.988998,7.0396323,/kaggle/input/oneshot/test_OS/real/real_100.jpg,real face,real
-3.453275,-8.323069,/kaggle/input/oneshot/test_OS/real/real_88.jpg,[real face],real
-3.5989528,-13.655375,/kaggle/input/oneshot/test_OS/real/real_29.jpg,[generated],real
1.9340694,1.9345839,/kaggle/input/oneshot/test_OS/real/real_136.jpg,[generated],real
-11.113094,11.104004,/kaggle/input/oneshot/test_OS/real/real_133.jpg,real face,real
-20.626621,-2.5588524,/kaggle/input/oneshot/test_OS/real/real_64.jpg,real face,real
-14.097673,5.6375985,/kaggle/input/oneshot/test_OS/real/real_108.jpg,[generated],real
4.7945104,-6.831616,/kaggle/input/oneshot/test_OS/real/real_37.jpg,real face,real
-13.764639,3.4673827,/kaggle/input/oneshot/test_OS/real/real_44.jpg,real face,real
6.911344,-1.052587,/kaggle/input/oneshot/test_OS/real/real_51.jpg,real face,real
12.065307,4.1252213,/kaggle/input/oneshot/test_OS/real/real_70.jpg,[generated],real
1.7404729,2.0020633,/kaggle/input/oneshot/test_OS/real/real_13.jpg,[real face],real
-1.5828238,-3.7107005,/kaggle/input/oneshot/test_OS/real/real_21.jpg,real face,real
-7.24613,7.924444,/kaggle/input/oneshot/test_OS/real/real_87.jpg,[real face],real
-0.29648528,1.3368417,/kaggle/input/oneshot/test_OS/real/real_148.jpg,real face,real
-7.0129137,-0.11442154,/kaggle/input/oneshot/test_OS/real/real_62.jpg,[real face],real
2.9674022,-5.9128675,/kaggle/input/oneshot/test_OS/real/real_102.jpg,[generated],real
-9.826899,10.201509,/kaggle/input/oneshot/test_OS/real/real_105.jpg,real face,real
-10.5339575,11.340631,/kaggle/input/oneshot/test_OS/real/real_67.jpg,[real face],real
-2.3411257,-10.317196,/kaggle/input/oneshot/test_OS/real/real_125.jpg,[generated],real
-10.038016,-0.30126834,/kaggle/input/oneshot/test_OS/real/real_77.jpg,real face,real
-1.5583094,7.6019607,/kaggle/input/oneshot/test_OS/real/real_82.jpg,[generated],real
-3.6202934,-4.660797,/kaggle/input/oneshot/test_OS/real/real_142.jpg,[real face],real
0.77400386,7.8588047,/kaggle/input/oneshot/test_OS/real/real_89.jpg,[real face],real
-3.3275862,3.5083685,/kaggle/input/oneshot/test_OS/real/real_3.jpg,[real face],real
-6.831423,-4.733269,/kaggle/input/oneshot/test_OS/real/real_27.jpg,[real face],real
-0.45690426,-6.6763215,/kaggle/input/oneshot/test_OS/real/real_143.jpg,real face,real
-10.441286,7.094315,/kaggle/input/oneshot/test_OS/real/real_16.jpg,[generated],real
-7.3626056,12.725275,/kaggle/input/oneshot/test_OS/real/real_25.jpg,real face,real
-2.6762683,-9.26347,/kaggle/input/oneshot/test_OS/real/real_79.jpg,[generated],real
-5.5747485,3.554205,/kaggle/input/oneshot/test_OS/real/real_8.jpg,[real face],real
0.26709917,-7.6313014,/kaggle/input/oneshot/test_OS/real/real_34.jpg,[generated],real
2.760216,-3.3027976,/kaggle/input/oneshot/test_OS/real/real_134.jpg,real face,real
-7.7693906,6.3842516,/kaggle/input/oneshot/test_OS/real/real_85.jpg,[real face],real
-15.072324,-22.682062,/kaggle/input/oneshot/test_OS/real/real_78.jpg,[real face],real
