PC1,PC2,image_path,prediction,ground_truth
-5.2721214,-3.723169,/kaggle/input/oneshot/test_OS/real/real_111.jpg,[uncertain],real
-0.6478106,-9.824073,/kaggle/input/oneshot/test_OS/real/real_59.jpg,[generated],real
2.7633111,7.370736,/kaggle/input/oneshot/test_OS/real/real_45.jpg,[uncertain],real
2.6020699,-6.153987,/kaggle/input/oneshot/test_OS/real/real_4.jpg,[generated],real
0.14778388,-1.0434668,/kaggle/input/oneshot/test_OS/real/real_73.jpg,[uncertain],real
-6.3003435,6.1467886,/kaggle/input/oneshot/test_OS/real/real_106.jpg,[uncertain],real
-11.387901,2.8975105,/kaggle/input/oneshot/test_OS/real/real_98.jpg,[uncertain],real
-12.787028,-11.559988,/kaggle/input/oneshot/test_OS/real/real_94.jpg,[real face],real
-10.948602,4.19628,/kaggle/input/oneshot/test_OS/real/real_30.jpg,[uncertain],real
13.541832,-9.948381,/kaggle/input/oneshot/test_OS/real/real_6.jpg,[generated],real
-1.334799,14.175002,/kaggle/input/oneshot/test_OS/real/real_75.jpg,[generated],real
-10.1109705,-0.67547977,/kaggle/input/oneshot/test_OS/real/real_144.jpg,[uncertain],real
8.384446,-2.8158133,/kaggle/input/oneshot/test_OS/real/real_119.jpg,[generated],real
10.452114,-5.3279777,/kaggle/input/oneshot/test_OS/real/real_84.jpg,[generated],real
-12.943209,-1.0390512,/kaggle/input/oneshot/test_OS/real/real_53.jpg,[uncertain],real
14.443093,-1.7915901,/kaggle/input/oneshot/test_OS/real/real_110.jpg,[generated],real
-4.022511,-1.4929731,/kaggle/input/oneshot/test_OS/real/real_57.jpg,[uncertain],real
-11.106663,-1.1975224,/kaggle/input/oneshot/test_OS/real/real_97.jpg,[uncertain],real
-11.655455,-0.8089336,/kaggle/input/oneshot/test_OS/real/real_46.jpg,[uncertain],real
-9.979775,-3.0605593,/kaggle/input/oneshot/test_OS/real/real_124.jpg,[uncertain],real
-2.7868452,3.027669,/kaggle/input/oneshot/test_OS/real/real_41.jpg,[uncertain],real
2.7826416,-0.33922258,/kaggle/input/oneshot/test_OS/real/real_47.jpg,[uncertain],real
2.4013085,-8.458003,/kaggle/input/oneshot/test_OS/real/real_100.jpg,[uncertain],real
-5.005156,-1.8177812,/kaggle/input/oneshot/test_OS/real/real_88.jpg,[uncertain],real
-1.5008785,0.6856499,/kaggle/input/oneshot/test_OS/real/real_29.jpg,[uncertain],real
-1.7832719,-3.0199418,/kaggle/input/oneshot/test_OS/real/real_136.jpg,[uncertain],real
3.9767349,-12.400244,/kaggle/input/oneshot/test_OS/real/real_133.jpg,[generated],real
6.784338,-3.9820795,/kaggle/input/oneshot/test_OS/real/real_64.jpg,[uncertain],real
7.375687,-8.084449,/kaggle/input/oneshot/test_OS/real/real_108.jpg,[generated],real
-14.837007,-5.40169,/kaggle/input/oneshot/test_OS/real/real_37.jpg,[real face],real
3.4875772,-7.294653,/kaggle/input/oneshot/test_OS/real/real_44.jpg,[real face],real
-11.472192,-2.978566,/kaggle/input/oneshot/test_OS/real/real_51.jpg,[uncertain],real
-8.848627,-1.4167651,/kaggle/input/oneshot/test_OS/real/real_70.jpg,[uncertain],real
-4.1662555,-2.2023919,/kaggle/input/oneshot/test_OS/real/real_13.jpg,[uncertain],real
9.6129265,1.4118353,/kaggle/input/oneshot/test_OS/real/real_21.jpg,[uncertain],real
4.028785,-5.871437,/kaggle/input/oneshot/test_OS/real/real_87.jpg,[uncertain],real
4.2045965,-0.0850254,/kaggle/input/oneshot/test_OS/real/real_148.jpg,[uncertain],real
-8.650837,-9.966924,/kaggle/input/oneshot/test_OS/real/real_62.jpg,[uncertain],real
-8.719401,1.8227739,/kaggle/input/oneshot/test_OS/real/real_102.jpg,[uncertain],real
5.3697467,-7.2969666,/kaggle/input/oneshot/test_OS/real/real_105.jpg,[generated],real
15.353044,-8.06519,/kaggle/input/oneshot/test_OS/real/real_67.jpg,[generated],real
-16.636953,-7.8791604,/kaggle/input/oneshot/test_OS/real/real_125.jpg,[generated],real
-0.860499,-4.1134934,/kaggle/input/oneshot/test_OS/real/real_77.jpg,[uncertain],real
6.468106,-8.577369,/kaggle/input/oneshot/test_OS/real/real_82.jpg,[generated],real
3.721443,0.8349577,/kaggle/input/oneshot/test_OS/real/real_142.jpg,[uncertain],real
11.123035,-0.25941783,/kaggle/input/oneshot/test_OS/real/real_89.jpg,[uncertain],real
-3.2268453,-5.7578807,/kaggle/input/oneshot/test_OS/real/real_3.jpg,[uncertain],real
-1.9262035,-2.2846272,/kaggle/input/oneshot/test_OS/real/real_27.jpg,[uncertain],real
-8.406826,-5.2780004,/kaggle/input/oneshot/test_OS/real/real_143.jpg,[uncertain],real
7.179794,-5.863959,/kaggle/input/oneshot/test_OS/real/real_16.jpg,[real face],real
6.8328667,-9.463062,/kaggle/input/oneshot/test_OS/real/real_25.jpg,[uncertain],real
-8.162655,6.589746,/kaggle/input/oneshot/test_OS/real/real_79.jpg,[uncertain],real
1.1147683,-0.037598055,/kaggle/input/oneshot/test_OS/real/real_8.jpg,[generated],real
-6.66661,-6.6584153,/kaggle/input/oneshot/test_OS/real/real_34.jpg,[generated],real
-2.7496562,-4.572216,/kaggle/input/oneshot/test_OS/real/real_134.jpg,[uncertain],real
5.8401413,-7.1154904,/kaggle/input/oneshot/test_OS/real/real_85.jpg,[generated],real
-16.678137,-8.065031,/kaggle/input/oneshot/test_OS/real/real_78.jpg,[uncertain],real
3.0980768,-1.6776766,/kaggle/input/oneshot/test_OS/real/real_140.jpg,[uncertain],real
2.4446948,-1.2484152,/kaggle/input/oneshot/test_OS/real/real_137.jpg,[uncertain],real
-12.494652,-6.7019043,/kaggle/input/oneshot/test_OS/real/real_72.jpg,[uncertain],real
11.316721,0.8392546,/kaggle/input/oneshot/test_OS/real/real_80.jpg,[real face],real
8.264803,-11.392901,/kaggle/input/oneshot/test_OS/real/real_115.jpg,[uncertain],real
-5.678925,2.6654897,/kaggle/input/oneshot/test_OS/real/real_130.jpg,[uncertain],real
2.4158669,-4.604527,/kaggle/input/oneshot/test_OS/real/real_60.jpg,[generated],real
-1.4132822,-2.403414,/kaggle/input/oneshot/test_OS/real/real_39.jpg,[uncertain],real
-13.5244465,-0.7008324,/kaggle/input/oneshot/test_OS/real/real_101.jpg,[uncertain],real
-1.5344349,11.035931,/kaggle/input/oneshot/test_OS/real/real_18.jpg,[uncertain],real
-14.088015,-0.27837226,/kaggle/input/oneshot/test_OS/real/real_2.jpg,[uncertain],real
4.6227107,-0.036626883,/kaggle/input/oneshot/test_OS/real/real_123.jpg,[uncertain],real
-10.794019,-6.258126,/kaggle/input/oneshot/test_OS/real/real_122.jpg,[uncertain],real
-4.2639246,2.4971683,/kaggle/input/oneshot/test_OS/real/real_49.jpg,[uncertain],real
4.5071635,-7.8101068,/kaggle/input/oneshot/test_OS/real/real_63.jpg,[uncertain],real
-2.5792267,-6.0894675,/kaggle/input/oneshot/test_OS/real/real_43.jpg,[generated],real
-1.3341357,7.468437,/kaggle/input/oneshot/test_OS/real/real_138.jpg,[uncertain],real
3.4034784,-9.472029,/kaggle/input/oneshot/test_OS/real/real_17.jpg,[generated],real
-10.208983,-6.734462,/kaggle/input/oneshot/test_OS/real/real_7.jpg,[uncertain],real
-0.71163845,-4.0929008,/kaggle/input/oneshot/test_OS/real/real_65.jpg,[generated],real
-3.7684493,5.2000556,/kaggle/input/oneshot/test_OS/real/real_129.jpg,[uncertain],real
9.5007715,2.0246115,/kaggle/input/oneshot/test_OS/real/real_149.jpg,[uncertain],real
9.495438,-8.9488535,/kaggle/input/oneshot/test_OS/real/real_20.jpg,[generated],real
-1.0451956,-9.983737,/kaggle/input/oneshot/test_OS/real/real_61.jpg,[uncertain],real
-12.0299635,-8.490922,/kaggle/input/oneshot/test_OS/real/real_35.jpg,[uncertain],real
11.029053,-0.59099984,/kaggle/input/oneshot/test_OS/real/real_38.jpg,[generated],real
13.060739,-1.7316186,/kaggle/input/oneshot/test_OS/real/real_56.jpg,[generated],real
-2.2059112,-0.28925663,/kaggle/input/oneshot/test_OS/real/real_0.jpg,[uncertain],real
-12.621991,-2.2709925,/kaggle/input/oneshot/test_OS/real/real_42.jpg,[generated],real
-15.37139,-0.9830742,/kaggle/input/oneshot/test_OS/real/real_116.jpg,[uncertain],real
-1.0208894,13.204351,/kaggle/input/oneshot/test_OS/real/real_14.jpg,[generated],real
8.782328,-2.4391637,/kaggle/input/oneshot/test_OS/real/real_128.jpg,[generated],real
-2.0345542,11.322523,/kaggle/input/oneshot/test_OS/real/real_109.jpg,[uncertain],real
4.811192,1.7147313,/kaggle/input/oneshot/test_OS/real/real_113.jpg,[real face],real
-1.6792402,10.33754,/kaggle/input/oneshot/test_OS/real/real_31.jpg,[uncertain],real
-2.352443,-7.5841737,/kaggle/input/oneshot/test_OS/real/real_74.jpg,[generated],real
5.3060303,4.724563,/kaggle/input/oneshot/test_OS/real/real_52.jpg,[uncertain],real
-2.8281748,-1.3492657,/kaggle/input/oneshot/test_OS/real/real_135.jpg,[uncertain],real
-4.1862416,-0.014080757,/kaggle/input/oneshot/test_OS/real/real_139.jpg,[uncertain],real
-0.5465084,1.2038212,/kaggle/input/oneshot/test_OS/real/real_36.jpg,[generated],real
-12.144119,-1.5452962,/kaggle/input/oneshot/test_OS/real/real_22.jpg,[uncertain],real
-7.5700183,-2.20583,/kaggle/input/oneshot/test_OS/real/real_147.jpg,[uncertain],real
-7.201739,7.661395,/kaggle/input/oneshot/test_OS/real/real_69.jpg,[generated],real
12.41085,-8.034012,/kaggle/input/oneshot/test_OS/real/real_24.jpg,[generated],real
1.0782248,6.019377,/kaggle/input/oneshot/test_OS/real/real_48.jpg,[uncertain],real
9.398813,-7.823004,/kaggle/input/oneshot/test_OS/real/real_11.jpg,[uncertain],real
-0.9640866,14.9906025,/kaggle/input/oneshot/test_OS/real/real_68.jpg,[generated],real
0.6915705,-2.468948,/kaggle/input/oneshot/test_OS/real/real_28.jpg,[uncertain],real
-1.500135,-6.519896,/kaggle/input/oneshot/test_OS/real/real_19.jpg,[uncertain],real
-6.1076326,-1.7085358,/kaggle/input/oneshot/test_OS/real/real_96.jpg,[generated],real
13.965215,-6.213124,/kaggle/input/oneshot/test_OS/real/real_112.jpg,[generated],real
-16.08776,-10.573317,/kaggle/input/oneshot/test_OS/real/real_107.jpg,[generated],real
-0.46069008,-7.209416,/kaggle/input/oneshot/test_OS/real/real_33.jpg,[real face],real
8.521411,3.972136,/kaggle/input/oneshot/test_OS/real/real_141.jpg,[generated],real
-18.544813,-8.125956,/kaggle/input/oneshot/test_OS/real/real_118.jpg,[real face],real
-6.249593,-4.653649,/kaggle/input/oneshot/test_OS/real/real_76.jpg,[uncertain],real
12.73056,-10.384114,/kaggle/input/oneshot/test_OS/real/real_114.jpg,[generated],real
-8.864444,-6.0019436,/kaggle/input/oneshot/test_OS/real/real_5.jpg,[uncertain],real
-10.107801,-9.643198,/kaggle/input/oneshot/test_OS/real/real_90.jpg,[uncertain],real
-1.607383,1.1326598,/kaggle/input/oneshot/test_OS/real/real_132.jpg,[uncertain],real
-7.424963,-1.934309,/kaggle/input/oneshot/test_OS/real/real_23.jpg,[uncertain],real
1.9048107,5.322159,/kaggle/input/oneshot/test_OS/real/real_15.jpg,[generated],real
-6.695596,5.9792414,/kaggle/input/oneshot/test_OS/real/real_40.jpg,[uncertain],real
4.8962226,3.334544,/kaggle/input/oneshot/test_OS/real/real_127.jpg,[uncertain],real
-1.2220262,1.7150427,/kaggle/input/oneshot/test_OS/real/real_86.jpg,[uncertain],real
-7.6345935,0.84120923,/kaggle/input/oneshot/test_OS/real/real_55.jpg,[uncertain],real
-8.475008,-7.131214,/kaggle/input/oneshot/test_OS/real/real_121.jpg,[uncertain],real
-6.8943896,9.298952,/kaggle/input/oneshot/test_OS/real/real_54.jpg,[generated],real
-17.921993,-4.590149,/kaggle/input/oneshot/test_OS/real/real_126.jpg,[uncertain],real
-7.624271,3.3133018,/kaggle/input/oneshot/test_OS/real/real_58.jpg,[uncertain],real
5.9394636,-2.745159,/kaggle/input/oneshot/test_OS/real/real_146.jpg,[generated],real
-0.92361957,-2.6495874,/kaggle/input/oneshot/test_OS/real/real_145.jpg,[uncertain],real
0.5009086,-2.0667648,/kaggle/input/oneshot/test_OS/real/real_95.jpg,[uncertain],real
-4.535436,10.284746,/kaggle/input/oneshot/test_OS/real/real_92.jpg,[uncertain],real
-7.0190825,10.010229,/kaggle/input/oneshot/test_OS/real/real_120.jpg,[uncertain],real
2.5459502,-6.4520645,/kaggle/input/oneshot/test_OS/real/real_10.jpg,[uncertain],real
6.711882,-0.06744529,/kaggle/input/oneshot/test_OS/real/real_91.jpg,[generated],real
