x,y,image_path,prediction,ground_truth
-6.0128145,-6.1953363,/kaggle/input/oneshot/test_OS/real/real_111.jpg,real face,real
-6.1189275,4.2295947,/kaggle/input/oneshot/test_OS/real/real_59.jpg,real face,real
-4.928825,-14.5626955,/kaggle/input/oneshot/test_OS/real/real_45.jpg,real face,real
1.787998,12.386921,/kaggle/input/oneshot/test_OS/real/real_4.jpg,real face,real
1.1331402,-6.700167,/kaggle/input/oneshot/test_OS/real/real_73.jpg,[real face],real
7.315489,-9.294968,/kaggle/input/oneshot/test_OS/real/real_106.jpg,[real face],real
7.6134553,-9.854269,/kaggle/input/oneshot/test_OS/real/real_98.jpg,[generated],real
-5.3561416,6.206852,/kaggle/input/oneshot/test_OS/real/real_94.jpg,[real face],real
0.41658312,-17.107292,/kaggle/input/oneshot/test_OS/real/real_30.jpg,[real face],real
0.03782219,18.133842,/kaggle/input/oneshot/test_OS/real/real_6.jpg,real face,real
-4.503054,-20.113533,/kaggle/input/oneshot/test_OS/real/real_75.jpg,[generated],real
8.885146,-14.08667,/kaggle/input/oneshot/test_OS/real/real_144.jpg,[real face],real
1.5317302,15.99599,/kaggle/input/oneshot/test_OS/real/real_119.jpg,real face,real
-1.7812241,9.104443,/kaggle/input/oneshot/test_OS/real/real_84.jpg,[real face],real
8.321731,-14.232156,/kaggle/input/oneshot/test_OS/real/real_53.jpg,[real face],real
-1.868009,9.207185,/kaggle/input/oneshot/test_OS/real/real_110.jpg,real face,real
4.5113173,-17.65607,/kaggle/input/oneshot/test_OS/real/real_57.jpg,[real face],real
3.9293623,-10.854205,/kaggle/input/oneshot/test_OS/real/real_97.jpg,[generated],real
-2.982162,-4.9269204,/kaggle/input/oneshot/test_OS/real/real_46.jpg,[generated],real
4.2600513,-14.858997,/kaggle/input/oneshot/test_OS/real/real_124.jpg,[real face],real
1.3374346,-12.629822,/kaggle/input/oneshot/test_OS/real/real_41.jpg,[generated],real
-3.2061126,3.1324425,/kaggle/input/oneshot/test_OS/real/real_47.jpg,[real face],real
1.413122,13.4098,/kaggle/input/oneshot/test_OS/real/real_100.jpg,real face,real
-3.813778,-2.5329893,/kaggle/input/oneshot/test_OS/real/real_88.jpg,[real face],real
11.234807,-2.175365,/kaggle/input/oneshot/test_OS/real/real_29.jpg,[generated],real
1.9103981,6.2791123,/kaggle/input/oneshot/test_OS/real/real_136.jpg,[generated],real
1.311119,17.019894,/kaggle/input/oneshot/test_OS/real/real_133.jpg,real face,real
-7.775109,18.015348,/kaggle/input/oneshot/test_OS/real/real_64.jpg,real face,real
6.333643,16.794209,/kaggle/input/oneshot/test_OS/real/real_108.jpg,[generated],real
8.356194,-14.709768,/kaggle/input/oneshot/test_OS/real/real_37.jpg,real face,real
-2.7363083,19.880627,/kaggle/input/oneshot/test_OS/real/real_44.jpg,real face,real
3.5068655,-16.299126,/kaggle/input/oneshot/test_OS/real/real_51.jpg,real face,real
2.976448,-18.181427,/kaggle/input/oneshot/test_OS/real/real_70.jpg,[generated],real
8.95769,13.299486,/kaggle/input/oneshot/test_OS/real/real_13.jpg,[real face],real
-3.8272076,1.0364367,/kaggle/input/oneshot/test_OS/real/real_21.jpg,real face,real
1.3187888,14.829175,/kaggle/input/oneshot/test_OS/real/real_87.jpg,[real face],real
-2.9974494,2.27414,/kaggle/input/oneshot/test_OS/real/real_148.jpg,real face,real
-4.1373425,5.8116293,/kaggle/input/oneshot/test_OS/real/real_62.jpg,[real face],real
5.890368,-1.8188785,/kaggle/input/oneshot/test_OS/real/real_102.jpg,[generated],real
4.2444224,15.369378,/kaggle/input/oneshot/test_OS/real/real_105.jpg,real face,real
0.1832235,16.247797,/kaggle/input/oneshot/test_OS/real/real_67.jpg,[real face],real
10.184804,-10.632981,/kaggle/input/oneshot/test_OS/real/real_125.jpg,[generated],real
-5.523832,11.539053,/kaggle/input/oneshot/test_OS/real/real_77.jpg,real face,real
3.3747792,13.392767,/kaggle/input/oneshot/test_OS/real/real_82.jpg,[generated],real
-2.2816784,0.25486407,/kaggle/input/oneshot/test_OS/real/real_142.jpg,[real face],real
0.7605632,9.560905,/kaggle/input/oneshot/test_OS/real/real_89.jpg,[real face],real
0.37291974,8.255678,/kaggle/input/oneshot/test_OS/real/real_3.jpg,[real face],real
-7.0169272,4.763447,/kaggle/input/oneshot/test_OS/real/real_27.jpg,[real face],real
5.477683,-13.710211,/kaggle/input/oneshot/test_OS/real/real_143.jpg,real face,real
-3.7013948,16.86764,/kaggle/input/oneshot/test_OS/real/real_16.jpg,[generated],real
5.0068703,16.13493,/kaggle/input/oneshot/test_OS/real/real_25.jpg,real face,real
9.373228,-8.323638,/kaggle/input/oneshot/test_OS/real/real_79.jpg,[generated],real
-3.3508914,12.554702,/kaggle/input/oneshot/test_OS/real/real_8.jpg,[real face],real
-7.4503818,-3.3941112,/kaggle/input/oneshot/test_OS/real/real_34.jpg,[generated],real
-3.0606222,-8.530009,/kaggle/input/oneshot/test_OS/real/real_134.jpg,real face,real
4.971801,17.944736,/kaggle/input/oneshot/test_OS/real/real_85.jpg,[real face],real
6.8113346,-5.770072,/kaggle/input/oneshot/test_OS/real/real_78.jpg,[real face],real
0.4044338,9.600606,/kaggle/input/oneshot/test_OS/real/real_140.jpg,[real face],real
-4.9223113,-4.5129595,/kaggle/input/oneshot/test_OS/real/real_137.jpg,[real face],real
-6.26206,-3.7022936,/kaggle/input/oneshot/test_OS/real/real_72.jpg,[generated],real
2.589417,-3.234737,/kaggle/input/oneshot/test_OS/real/real_80.jpg,[real face],real
2.3984995,17.731415,/kaggle/input/oneshot/test_OS/real/real_115.jpg,[real face],real
-8.0460415,-5.6693683,/kaggle/input/oneshot/test_OS/real/real_130.jpg,[real face],real
-4.4070797,16.438274,/kaggle/input/oneshot/test_OS/real/real_60.jpg,[generated],real
-2.7095969,2.694212,/kaggle/input/oneshot/test_OS/real/real_39.jpg,[real face],real
6.1473207,-10.261177,/kaggle/input/oneshot/test_OS/real/real_101.jpg,[generated],real
-3.8198977,-15.820639,/kaggle/input/oneshot/test_OS/real/real_18.jpg,[real face],real
3.929583,-12.655351,/kaggle/input/oneshot/test_OS/real/real_2.jpg,real face,real
-0.17526452,-6.549028,/kaggle/input/oneshot/test_OS/real/real_123.jpg,[real face],real
7.3165154,-14.637829,/kaggle/input/oneshot/test_OS/real/real_122.jpg,real face,real
11.713408,-0.6440332,/kaggle/input/oneshot/test_OS/real/real_49.jpg,[generated],real
-2.6499882,13.736621,/kaggle/input/oneshot/test_OS/real/real_63.jpg,real face,real
5.6747937,10.812148,/kaggle/input/oneshot/test_OS/real/real_43.jpg,real face,real
-5.0280876,-15.606718,/kaggle/input/oneshot/test_OS/real/real_138.jpg,[real face],real
-4.9269905,19.017387,/kaggle/input/oneshot/test_OS/real/real_17.jpg,[real face],real
-4.332433,-0.49807686,/kaggle/input/oneshot/test_OS/real/real_7.jpg,[real face],real
2.8256052,-1.4773331,/kaggle/input/oneshot/test_OS/real/real_65.jpg,[real face],real
1.1696334,-20.15777,/kaggle/input/oneshot/test_OS/real/real_129.jpg,[real face],real
3.3977098,-5.0700717,/kaggle/input/oneshot/test_OS/real/real_149.jpg,real face,real
1.3467737,18.410105,/kaggle/input/oneshot/test_OS/real/real_20.jpg,[real face],real
2.6844847,12.176283,/kaggle/input/oneshot/test_OS/real/real_61.jpg,real face,real
-2.989873,-3.6533527,/kaggle/input/oneshot/test_OS/real/real_35.jpg,[real face],real
0.19936907,7.848598,/kaggle/input/oneshot/test_OS/real/real_38.jpg,[generated],real
-4.589076,20.20581,/kaggle/input/oneshot/test_OS/real/real_56.jpg,real face,real
-4.2608175,-5.367039,/kaggle/input/oneshot/test_OS/real/real_0.jpg,[real face],real
12.192511,-5.38448,/kaggle/input/oneshot/test_OS/real/real_42.jpg,[generated],real
5.9560328,-12.087167,/kaggle/input/oneshot/test_OS/real/real_116.jpg,[generated],real
-3.342412,-17.313929,/kaggle/input/oneshot/test_OS/real/real_14.jpg,[generated],real
-1.7237707,2.4963517,/kaggle/input/oneshot/test_OS/real/real_128.jpg,[generated],real
-4.352954,-17.620329,/kaggle/input/oneshot/test_OS/real/real_109.jpg,[real face],real
-9.342439,-0.19377847,/kaggle/input/oneshot/test_OS/real/real_113.jpg,[real face],real
-2.6967447,-19.076708,/kaggle/input/oneshot/test_OS/real/real_31.jpg,[real face],real
6.1809664,19.299444,/kaggle/input/oneshot/test_OS/real/real_74.jpg,[real face],real
-8.6788435,1.6300918,/kaggle/input/oneshot/test_OS/real/real_52.jpg,[real face],real
-6.36545,-1.792697,/kaggle/input/oneshot/test_OS/real/real_135.jpg,[real face],real
-6.0832515,1.7272546,/kaggle/input/oneshot/test_OS/real/real_139.jpg,real face,real
